Trinket,900,905,910,915,920,925,930,935,940,945,950,955,970
FaultyCountermeasure,43541,43496,44519,46738,49568,48937,52622,52567,54936,56448,57958,61042,0
DraughtOfSouls,42959,45321,46774,49860,51994,56976,58647,58828,63890,67511,70164,71065,0
HornOfValor,60607,65093,69006,68526,73549,76223,76065,79710,82971,85256,89667,92460,0
InfernalCinders,60711,63467,67637,68013,70385,73085,77798,80476,83654,85620,87122,90204,0
NightbloomingFrond,83724,87881,93058,98664,101197,107174,110464,114889,121281,127721,134889,141169,0
SpecterOfBetrayal,98888,102587,106720,114625,121000,125756,129961,139407,144363,150928,157943,165388,0
RavagedSeedPod,24919,27957,28051,29952,30030,28766,30176,31349,34035,34423,36015,34497,0
NaturesCall,41714,41204,40892,45280,45023,46537,46839,49220,50942,50896,50934,53316,0
InfernalCinders_3Users,66667,68941,72338,73625,77441,79938,83337,84413,88532,92613,97219,99916,0
ConvergenceOfFates,108839,112785,113428,114822,118600,120682,123297,129317,131396,134945,139142,143097,0
ArcanogolemDigit,64133,67829,68786,71573,76001,78653,83304,88154,92062,95352,101294,104676,0
MarkOfDargrul,35408,37777,38371,39132,40781,42785,41679,42820,44992,46836,47166,48329,0
EntwinedElementalFoci,73847,76054,79377,82516,85153,87159,92803,96262,98442,102371,108576,111579,0
BloodthirstyInstict,75332,73890,78351,81410,83956,88122,89432,93826,97310,102071,105697,108506,0
ChronoShard,63752,66851,71659,72133,73742,77625,82367,87232,90201,90717,95760,99845,0
UmbralMoonglaives,68675,70570,73208,75968,78914,82745,84391,87753,89367,95548,98465,101845,0
Stat_Mastery,73906,78807,81554,82929,86305,91442,95526,98037,101526,106803,111823,114438,0
EyeOfCommand,86313,88765,91149,93538,99234,104804,107705,110758,114427,119255,124891,129121,0
Stat_Crit,75676,78920,80474,82397,88306,91059,94602,95949,100467,107046,111433,113732,0
MementoOfAngerboda,72820,73954,77622,80554,83532,87185,90424,94751,98720,103684,106636,110797,0
SixFeatherFan,71597,74034,77860,80953,83760,89504,92425,96776,101162,105066,109632,117830,0
ChaosTalisman,76851,79080,80102,86942,89905,95087,96564,103460,106543,108228,113843,117887,0
BloodstainedHandkerchief,62172,64987,67209,69666,75261,79210,82213,86088,88242,92972,98267,103620,0
NightmareEggShell,64883,67194,69167,72743,75413,78553,81462,85205,87642,92343,96752,100488,0
HungerOfThePack,75042,74990,81305,84775,87342,89266,96534,96706,102282,106503,111172,114827,0
EngineOfEradication_NoOrbs,52013,52765,57395,59203,58957,62676,64389,64787,70166,68893,73721,77129,0
CradleOfAnguish,76914,81616,80861,86414,88163,90848,96541,99967,103459,108451,114450,118083,0
TemperedEggOfSerpentrix,58959,63119,63837,68349,71893,75484,79595,82544,86505,90635,94998,99610,0
SpontaneousAppendages,44102,44151,47474,47681,49449,50234,53473,54462,55870,58832,59867,59683,0
ThriceAccursedCompass,72341,74121,78082,77721,83395,89477,92095,94661,99277,101485,107891,110679,0
EngineOfEradication,76648,78276,81810,85363,90712,93334,98396,100409,103904,109293,111040,116424,0
Stat_Haste,70783,73368,74855,76573,80612,84862,86780,91263,96915,98519,103071,109030,0
UnstableArcanocrystal,73935,74947,76562,77211,84937,88629,89705,90408,89602,93816,94103,96058,0
TirathonsBetrayal,61616,65227,66137,69423,73714,77426,79322,85055,88857,93134,97020,103505,0
SpecterOfBetrayal_NoOverlap,78663,81383,87111,89194,93874,98488,102416,108608,111740,120417,126211,129830,0
TomeOfUnravelingSanity,68211,70491,75084,78779,81176,85654,87934,89340,94985,100575,105446,108272,0
Stat_Versatility,75036,79844,80888,83964,89050,93362,95581,99710,101860,105738,109585,116446,0
SpikedCounterweight,37824,36541,39120,39870,41267,41626,44093,44932,46680,47666,50098,49091,0
VialOfCeaselessToxins,74791,79152,82076,86781,92871,94207,99757,103714,109053,116506,119470,125141,0
WindscarWhetstone,34718,33635,36099,36389,37481,37251,41205,38891,41574,42125,44123,44984,0
ToeKneesPromise,30991,31232,30182,32991,33304,34855,33320,37708,36215,37052,38466,38132,0
TerrorboundNexus,41132,42622,42160,44167,44740,45744,48880,49033,52238,54083,52902,56137,0
TinyOozelingInAJar,35045,34260,34726,39348,36138,40723,42056,41128,42053,43614,43642,46514,0
KiljaedensBurningWish,0,0,0,0,0,0,0,0,106560,0,0,0,135403
InfernalAlchemistStone,0,0,0,0,0,0,0,89483,0,0,0,0,0
