Trinket,900,905,910,915,920,925,930,935,940,945,950,955,970
FaultyCountermeasure,44033,43651,45692,47847,46864,51259,53153,54077,55529,56242,59701,60412,0
DraughtOfSouls,34008,36958,36481,37106,44137,46716,48835,52406,56123,62388,60960,66958,0
HornOfValor,67281,70237,72122,76033,78130,82031,84861,88654,91145,94545,98049,99515,0
InfernalCinders,65021,65188,68522,69793,72293,73880,78458,82549,86541,88922,89716,95193,0
NightbloomingFrond,84748,90549,91296,97193,101135,107006,111716,117942,125568,129085,135328,142402,0
SpecterOfBetrayal,106325,110095,115946,121776,128253,135144,139623,148049,154342,161440,167790,175168,0
RavagedSeedPod,28819,29182,28959,30131,30303,34342,32921,34632,34616,33478,35372,37616,0
NaturesCall,43785,43142,43395,45957,45660,48742,50225,50816,49545,53184,56150,57418,0
InfernalCinders_3Users,68996,70540,75498,75054,79972,85426,84470,88467,93195,95874,99751,103916,0
ConvergenceOfFates,87175,89537,95116,96329,99827,102376,105704,108792,112328,116887,119671,124829,0
ArcanogolemDigit,67331,69189,72649,76967,81133,83955,86712,91843,95144,101930,103603,109429,0
MarkOfDargrul,37782,38132,37406,39984,41097,38807,43206,44119,46062,44961,48629,49122,0
EntwinedElementalFoci,76452,77619,81801,84489,89304,91096,97979,100298,105652,108456,112435,117636,0
BloodthirstyInstict,77441,80590,83469,85106,88509,93190,95114,100733,104886,107432,110838,116368,0
ChronoShard,65095,71290,71668,74453,80717,82524,88134,90502,92545,96915,101221,107802,0
UmbralMoonglaives,72154,76143,81354,81375,83573,88729,92002,93173,99957,104082,107272,109058,0
Stat_Mastery,82257,83597,86477,88632,93697,97357,102154,104571,109514,112932,115820,121216,0
EyeOfCommand,88378,91502,94076,97397,100494,106314,107760,112677,118110,121995,126346,134029,0
Stat_Crit,77300,81074,81949,85748,90184,95222,96347,100103,103568,108116,114675,116108,0
MementoOfAngerboda,74149,75235,81806,84923,88354,89457,94978,98727,102652,104085,110721,114699,0
SixFeatherFan,73741,77242,79208,85489,87514,93918,95620,100431,106355,111214,116000,122337,0
ChaosTalisman,79252,81282,84737,89582,90774,92971,99394,103330,111417,113602,117557,122311,0
BloodstainedHandkerchief,65674,69184,70375,73503,78783,80918,84294,89072,92967,98172,103059,107214,0
NightmareEggShell,66811,69188,71714,75044,79605,81259,87632,87980,94211,96079,101369,106545,0
HungerOfThePack,75317,80559,84066,84880,88810,93899,95340,100187,105021,107852,114661,115844,0
EngineOfEradication_NoOrbs,54181,57924,56519,59799,62685,66188,66977,67577,72896,77533,75748,80091,0
CradleOfAnguish,79404,82985,86217,91813,92934,96434,101112,106004,110358,114572,117557,122734,0
TemperedEggOfSerpentrix,62488,64098,67976,72262,73482,76680,82783,87063,88299,95421,96841,101111,0
SpontaneousAppendages,44428,48902,51263,51338,53867,54507,57736,58081,60026,60642,62370,67000,0
ThriceAccursedCompass,73768,79246,82135,82754,88680,91836,95627,98332,101267,107441,110732,114884,0
EngineOfEradication,80363,84828,88379,89447,94114,97210,101874,103655,112264,113518,118939,122057,0
Stat_Haste,73500,73880,78128,82318,86364,88539,90687,96023,100232,104085,108262,111901,0
UnstableArcanocrystal,83361,87064,87541,89817,89553,91749,95160,95139,98097,97820,100548,102092,0
TirathonsBetrayal,65244,66583,69477,74111,76416,80037,82740,90780,92781,97220,100852,108384,0
SpecterOfBetrayal_NoOverlap,83265,87951,90570,94520,97600,103969,108414,115363,119286,125012,132799,136441,0
TomeOfUnravelingSanity,72492,73907,77084,77087,83950,86879,91270,97647,101569,101084,109312,112933,0
Stat_Versatility,79938,81653,85989,88336,93745,96387,101395,104736,105924,112125,116666,123095,0
SpikedCounterweight,38219,40339,39485,40935,42662,41857,43109,44636,48414,47743,51994,50213,0
VialOfCeaselessToxins,79568,83169,86570,88524,95401,100002,101254,109617,116549,119170,126146,132308,0
WindscarWhetstone,36011,36834,37066,38751,40035,42307,41978,44158,42636,45694,48445,48226,0
ToeKneesPromise,30215,28803,33428,34505,35112,35363,37724,36889,36943,37146,39434,41625,0
TerrorboundNexus,44994,45967,46722,49004,48351,50691,51701,54096,55586,58194,58009,61820,0
TinyOozelingInAJar,34923,34096,37908,37294,35920,39920,38432,41382,44108,44472,47005,46763,0
KiljaedensBurningWish,0,0,0,0,0,0,0,0,107935,0,0,0,141690
InfernalAlchemistStone,0,0,0,0,0,0,0,96970,0,0,0,0,0
